Wind MFI data, 1 minute resolution, GSM coordinates
Year  DOY  millisecs            B          Bx          By          Bz
                               nT          nT          nT          nT
2012  31   8070000         7.36         0.51         5.28         5.04
2012  31   8130000         8.92         2.82         2.20         8.03
2012  31   8190000         8.40         3.07         1.83         7.58
2012  31   8250000         9.11         4.51        -0.17         7.80
2012  31   8310000         9.53         5.27        -1.43         7.70
2012  31   8370000         9.81         5.52        -2.44         7.72
2012  31   8430000         9.77         5.35        -1.92         7.87
2012  31   8490000         9.33         4.62        -0.43         8.09
2012  31   8550000         9.07         3.66         0.97         8.21
2012  31   8610000         8.93         3.20         2.08         7.93
2012  31   8670000         8.85         2.89         2.01         8.12
2012  31   8730000         8.84         2.65         2.01         7.76
2012  31   8790000         8.34         0.84         4.61         6.87
2012  31   8850000         7.28         1.62         2.90         6.47
2012  31   8910000         7.47         1.92         2.27         6.84
2012  31   8970000         7.59         2.22         2.36         6.85
2012  31   9030000         8.43         2.65         2.17         7.69
2012  31   9090000         8.59         2.57         2.04         7.90
2012  31   9150000         8.86         2.57         1.93         8.25
2012  31   9210000         8.65         2.45         1.42         8.17
2012  31   9270000         8.45         2.73         1.30         7.89
2012  31   9330000         8.35         2.86         1.31         7.74
2012  31   9390000         7.54         1.80         1.63         7.11
2012  31   9450000         7.81         2.05         1.76         7.31
2012  31   9510000         7.19         1.88         1.86         6.66
2012  31   9570000         7.13         2.85        -0.06         6.42
2012  31   9630000         7.54         4.55        -2.51         5.44
2012  31   9690000         7.64         4.18        -2.09         6.01
2012  31   9750000         7.64         3.91        -1.26         6.44
2012  31   9810000         7.46         4.37        -0.92         5.96
2012  31   9870000         7.38         3.75        -0.81         6.29
2012  31   9930000         7.40         3.71        -0.41         6.38
2012  31   9990000         7.55         3.92        -0.32         6.41
2012  31  10050000         7.49         3.70        -0.15         6.50
2012  31  10110000         7.49         3.69        -0.22         6.50
2012  31  10170000         7.56         3.53         0.04         6.66
2012  31  10230000         7.69         3.25        -0.51         6.93
2012  31  10290000         7.75         3.12        -0.51         7.07
2012  31  10350000         7.55         3.13        -0.53         6.85
2012  31  10410000         7.75         3.30        -0.41         7.00
2012  31  10470000         7.90         3.33        -0.42         7.15
2012  31  10530000         7.96         3.31        -1.38         7.10
2012  31  10590000         7.79         3.41        -1.53         6.81
2012  31  10650000         7.82         3.99        -2.37         6.30
2012  31  10710000         7.03         3.19        -1.22         6.03
2012  31  10770000         6.89         2.21         1.45         6.21
2012  31  10830000         6.73         1.62         3.19         5.24
2012  31  10890000         6.96         2.19         3.00         5.73
2012  31  10950000         6.83         2.24         2.25         6.03
2012  31  11010000         6.71         2.63         1.27         6.01
2012  31  11070000         6.65         2.50         0.59         6.08
2012  31  11130000         6.58         1.56         2.41         5.90
2012  31  11190000         6.70         2.49         2.24         5.74
2012  31  11250000         6.64         3.78         1.12         5.31
2012  31  11310000         6.51         2.63         0.38         5.56
2012  31  11370000         6.57         1.47        -0.11         6.35
2012  31  11430000         6.61         1.31        -0.09         6.35
2012  31  11490000         6.41         1.58         0.73         6.15
2012  31  11550000         6.56         1.76         1.28         6.16
2012  31  11610000         6.71         1.40         0.87         6.46
2012  31  11670000         6.89         2.12         3.20         5.56
2012  31  11730000         6.75         1.49         2.20         5.76
2012  31  11790000         6.54         1.29         3.24         5.51
2012  31  11850000         6.87         1.96         3.27         5.56
2012  31  11910000         6.76         1.73         5.89         2.44
2012  31  11970000         6.83         1.28         5.69         3.53
2012  31  12030000         6.74         1.05         5.16         4.11
2012  31  12090000         6.77        -0.03         5.96         3.07
2012  31  12150000         6.96         0.49         6.44         2.57
2012  31  12210000         7.07         0.98         6.70         1.97
2012  31  12270000         6.92         0.10         5.69         3.14
2012  31  12330000         6.76         0.09         5.45         3.90
2012  31  12390000         6.82         0.78         5.91         3.30
2012  31  12450000         6.75         0.82         5.80         3.33
2012  31  12510000         6.82         1.00         5.58         3.72
2012  31  12570000         7.24         1.61         6.14         3.40
2012  31  12630000         7.39         2.24         5.49         4.09
2012  31  12690000         6.91         3.49         2.25         5.43
2012  31  12750000         7.17         3.83        -1.43         5.56
2012  31  12810000         7.49         3.97        -3.21         5.47
2012  31  12870000         6.84         3.29        -3.69         4.64
2012  31  12930000         7.18         2.99        -4.01         5.13
2012  31  12990000         7.08         2.91        -4.01         4.99
2012  31  13050000         6.99         2.82        -4.40         4.61
2012  31  13110000         6.46         2.78        -2.80         5.11
2012  31  13170000         6.56         2.71        -2.54         5.38
2012  31  13230000         6.57         2.75        -2.62         5.17
2012  31  13290000         6.29         2.69        -0.35         5.25
2012  31  13350000         6.06         2.41         0.46         5.48
2012  31  13410000         5.64         2.20         0.89         5.08
2012  31  13470000         6.10         1.81         2.54         5.18
2012  31  13530000         5.92         1.11         3.90         4.30
2012  31  13590000         6.31         1.24         4.52         4.20
2012  31  13650000         5.74         1.65         2.92         4.49
2012  31  13710000         5.33         1.26         2.23         4.64
2012  31  13770000         5.30         1.36         2.70         4.34
2012  31  13830000         5.37         1.18         3.29         4.08
2012  31  13890000         5.30         0.99         3.36         3.94
2012  31  13950000         5.41         1.03         3.81         3.61
2012  31  14010000         5.39         0.63         4.42         3.02
2012  31  14070000         4.77         0.84         3.17         0.37
2012  31  14130000         4.04         0.31         3.40         0.49
2012  31  14190000         4.58         1.16         3.52         2.66
2012  31  14250000         4.83         1.45         3.47         2.91
2012  31  14310000         4.83         1.16         3.48         3.12
2012  31  14370000         4.75         1.79         2.87         3.21
2012  31  14430000         4.80         2.61         1.47         3.63
2012  31  14490000         5.62         2.03         3.75         3.54
2012  31  14550000         5.88         1.96         4.75         2.81
2012  31  14610000         5.76         2.85         3.96         2.97
2012  31  14670000         5.68         3.06         3.75         2.91
2012  31  14730000         5.62         1.76         4.35         2.98
2012  31  14790000         5.38         1.38         3.99         3.25
2012  31  14850000         5.26         2.01         3.67         3.11
2012  31  14910000         5.18         2.00         3.24         3.42
2012  31  14970000         5.16         2.61         2.73         3.49
2012  31  15030000         5.13         2.59         2.19         3.80
2012  31  15090000         5.25         2.08         2.69         3.79
2012  31  15150000         5.43         1.19         3.25         4.18
2012  31  15210000         5.53         1.32         4.56         2.63
2012  31  15270000         5.41         1.26         4.61         2.50
2012  31  15330000         5.41         1.66         4.31         2.80
2012  31  15390000         5.46         0.71         4.57         2.85
2012  31  15450000         5.38        -0.82         4.10         3.33
2012  31  15510000         5.42        -0.62         4.38         3.10
2012  31  15570000         5.57        -0.37         5.00         2.39
2012  31  15630000         5.74        -0.61         5.37         1.89
2012  31  15690000         5.82        -0.84         5.56         1.47
2012  31  15750000         5.56         0.88         4.78         2.67
2012  31  15810000         5.62         0.23         5.10         2.19
2012  31  15870000         5.58         2.01         3.42         3.85
2012  31  15930000         5.66         0.77         4.32         2.37
2012  31  15990000         5.58        -0.34         5.16         2.04
2012  31  16050000         5.90        -1.00         5.48         1.89
2012  31  16110000         5.37        -0.65         4.90         1.83
2012  31  16170000         4.67        -0.59         4.00         2.28
2012  31  16230000         5.44        -2.05         3.97         2.43
2012  31  16290000         5.79        -2.65         4.20         2.71
2012  31  16350000         5.44         0.20         4.11         3.49
2012  31  16410000         5.60         0.35         4.09         3.76
2012  31  16470000         5.94        -2.22         3.97         3.59
2012  31  16530000         5.86        -2.05         3.87         3.80
2012  31  16590000         5.58        -1.54         3.60         3.92
2012  31  16650000         5.19        -1.25         3.33         3.75
2012  31  16710000         5.05        -1.11         3.35         3.57
2012  31  16770000         4.99         0.24         3.68         3.29
2012  31  16830000         4.96         1.87         4.12         1.90
2012  31  16890000         4.90         1.64         3.67         2.76
2012  31  16950000         4.78         1.45         3.04         3.35
2012  31  17010000         4.44         1.47         3.36         2.44
2012  31  17070000         3.98         1.35         2.73         2.53
2012  31  17130000         3.68         1.56         2.95         1.48
2012  31  17190000         4.21         2.66         2.34         2.10
2012  31  17250000         4.25         3.38        -0.16         2.19
2012  31  17310000         4.47         3.77        -1.37         1.94
2012  31  17370000         4.57         3.45        -2.47         1.47
2012  31  17430000         5.37         3.81        -2.85         2.46
2012  31  17490000         5.17         3.30        -0.96         3.24
2012  31  17550000         5.11         2.96         0.11         4.12
2012  31  17610000         5.20         2.87         0.91         4.13
2012  31  17670000         5.46         1.50         2.52         4.51
2012  31  17730000         5.51         0.93         3.06         4.47
2012  31  17790000         5.74         1.39         3.59         4.23
2012  31  17850000         5.46         1.41         3.53         3.90
2012  31  17910000         5.40         2.20         4.29         2.29
2012  31  17970000         5.55         2.17         4.73         1.40
2012  31  18030000         5.54         1.03         3.89         3.56
2012  31  18090000         5.61         1.66         3.97         3.47
2012  31  18150000         5.67         1.79         3.73         3.78
2012  31  18210000         5.35         1.16         2.29         4.62
2012  31  18270000         5.23         1.72         2.85         3.93
2012  31  18330000         5.23         2.56         3.51         2.38
2012  31  18390000         5.46         2.04         3.10         3.98
2012  31  18450000         5.37         3.11         3.03         3.06
2012  31  18510000         5.45         2.42         2.87         3.81
2012  31  18570000         5.46         1.38         3.37         4.06
2012  31  18630000         5.48         0.62         4.08         3.59
2012  31  18690000         5.49         0.66         3.98         3.71
2012  31  18750000         5.50         0.53         3.87         3.84
2012  31  18810000         5.53        -0.18         4.10         3.69
2012  31  18870000         5.51         0.21         4.34         3.38
2012  31  18930000         5.55         0.32         4.20         3.61
2012  31  18990000         5.56         0.45         4.11         3.71
2012  31  19050000         5.91         0.86         5.13         2.65
2012  31  19110000         5.82         0.53         5.04         2.75
2012  31  19170000         6.12         0.30         5.41         2.78
2012  31  19230000         6.27         0.40         5.77         2.41
2012  31  19290000         6.17         0.06         5.53         2.67
2012  31  19350000         6.26         0.60         5.69         2.52
2012  31  19410000         6.05         0.50         5.69         1.99
2012  31  19470000         6.03         0.15         5.54         2.36
2012  31  19530000         6.07         0.27         5.68         2.11
2012  31  19590000         6.16         0.35         5.75         2.11
2012  31  19650000         6.27         0.38         5.49         2.93
2012  31  19710000         6.30         0.43         5.54         2.97
2012  31  19770000         6.41         0.65         5.52         3.18
2012  31  19830000         6.40         1.47         5.14         3.52
2012  31  19890000         6.40         1.52         5.23         3.36
2012  31  19950000         6.33         1.38         5.20         3.33
2012  31  20010000         6.24         0.70         5.35         3.13
2012  31  20070000         6.17         0.17         5.33         2.88
2012  31  20130000         6.24        -2.13         5.63         1.57
2012  31  20190000         6.23        -0.28         5.57         2.05
2012  31  20250000         6.23         1.59         5.35         2.76
2012  31  20310000         6.26         1.52         5.39         2.78
2012  31  20370000         6.14         0.73         5.58         2.46
2012  31  20430000         6.09        -0.96         5.58         1.20
2012  31  20490000         5.49        -1.71         4.73         0.42
2012  31  20550000         4.10         1.51         2.83         2.53
2012  31  20610000         3.41         1.33         2.50         1.88
2012  31  20670000         5.04         2.38         3.31         2.92
2012  31  20730000         5.73         1.87         4.36         3.19
2012  31  20790000         5.92         1.75         4.55         3.36
2012  31  20850000         5.97         1.35         4.93         3.03
2012  31  20910000         5.82         2.73         3.33         3.44
2012  31  20970000         6.01         4.37         1.59         3.72
2012  31  21030000         6.07         4.45         1.55         3.69
2012  31  21090000         6.11         5.21         0.00         3.16
2012  31  21150000         6.13         5.11         0.37         3.33
2012  31  21210000         6.06         4.88         0.94         3.46
2012  31  21270000         6.10         5.03         0.73         3.36
2012  31  21330000         6.21         5.20         1.06         3.19
2012  31  21390000         6.26         5.38         0.90         3.07
2012  31  21450000         6.37         5.44         1.13         3.12
2012  31  21510000         6.37         5.44         1.24         3.07
2012  31  21570000         6.39         5.43         1.25         3.13
2012  31  21630000         6.36         5.26         1.41         3.29
2012  31  21690000         6.28         5.24         1.25         3.22
2012  31  21750000         6.29         5.33         1.20         3.10
2012  31  21810000         6.14         5.24         1.06         2.99
2012  31  21870000         6.17         5.31         0.85         3.00
2012  31  21930000         6.08         5.45         1.13         2.44
2012  31  21990000         6.11         5.27         1.45         2.64
2012  31  22050000         6.21         4.58         1.75         3.79
2012  31  22110000         6.17         4.92         1.46         3.42
2012  31  22170000         6.20         4.90         1.82         3.33
2012  31  22230000         6.13         4.80         2.07         3.17
2012  31  22290000         6.06         5.27         0.92         2.80
2012  31  22350000         6.07         5.41         1.56         2.24
2012  31  22410000         6.05         5.36         2.24         1.60
2012  31  22470000         6.12         5.34         2.64         1.35
2012  31  22530000         5.97         5.13         2.73         1.01
2012  31  22590000         5.84         4.86         2.97         1.25
2012  31  22650000         5.91         4.92         2.46         2.03
2012  31  22710000         5.92         4.53         2.44         1.91
2012  31  22770000         5.93         4.59         2.37         2.56
2012  31  22830000         5.99         5.83         1.17         0.37
2012  31  22890000         6.02         5.83         1.40         0.37
2012  31  22950000         6.02         5.49         1.92         0.60
2012  31  23010000         6.07         4.38         2.19         3.49
2012  31  23070000         5.98         4.39         0.68         3.73
2012  31  23130000         5.91         4.11         1.39         4.00
2012  31  23190000         5.91         4.25         1.68         3.70
2012  31  23250000         5.96         4.76         2.56         2.47
2012  31  23310000         5.99         5.07         2.18         2.28
2012  31  23370000         5.96         5.47         0.97         1.72
2012  31  23430000         5.92         4.93         2.31         2.11
2012  31  23490000         5.88         4.92         2.55         1.82
2012  31  23550000         6.00         4.56         3.18         1.99
2012  31  23610000         6.01         4.55         3.21         1.94
2012  31  23670000         5.94         4.99         2.95         1.07
2012  31  23730000         6.02         4.80         3.11         1.86
2012  31  23790000         6.01         4.81         3.11         1.81
2012  31  23850000         5.94         4.38         3.40         2.12
2012  31  23910000         5.93         4.38         3.28         2.16
2012  31  23970000         5.96         4.20         3.49         2.35
2012  31  24030000         5.89         4.05         3.58         2.28
2012  31  24090000         5.88         3.72         3.41         3.01
2012  31  24150000         5.79         3.40         3.15         3.46
2012  31  24210000         5.88         2.90         3.17         4.00
2012  31  24270000         6.02         2.83         3.14         4.27
2012  31  24330000         6.13         2.82         2.85         4.64
2012  31  24390000         6.19         3.00         2.79         4.62
2012  31  24450000         6.13         2.94         2.85         4.54
2012  31  24510000         6.18         3.02         4.06         3.44
2012  31  24570000         6.10         3.00         3.99         3.42
2012  31  24630000         6.14         3.07         4.27         3.17
2012  31  24690000         6.14         3.49         3.62         3.47
2012  31  24750000         6.13         3.34         4.13         3.04
2012  31  24810000         6.16         3.27         4.00         3.35
2012  31  24870000         6.17         3.33         4.07         3.22
2012  31  24930000         6.13         3.40         4.28         2.72
2012  31  24990000         6.08         3.10         4.30         2.96
2012  31  25050000         5.96         2.87         4.64         2.39
2012  31  25110000         5.95         3.16         4.42         2.41
2012  31  25170000         6.03         3.48         4.30         2.39
2012  31  25230000         6.03         3.70         4.21         2.20
2012  31  25290000         5.98         3.77         4.18         1.96
2012  31  25350000         6.01         3.37         4.09         2.66
2012  31  25410000         5.98         3.34         4.46         2.01
2012  31  25470000         5.95         3.64         4.33         1.80
2012  31  25530000         5.93         3.17         4.57         1.95
2012  31  25590000         5.93         3.21         4.62         1.81
2012  31  25650000         6.16         3.83         4.30         2.14
2012  31  25710000         6.19         3.94         4.17         2.06
2012  31  25770000         5.92         2.71         5.14         1.08
2012  31  25830000         5.95         2.42         5.33         1.03
2012  31  25890000         5.92         2.37         5.34         0.89
2012  31  25950000         5.91         2.42         5.34         0.74
2012  31  26010000         5.96         2.44         5.38         0.61
2012  31  26070000         5.91         2.67         5.20         0.37
2012  31  26130000         5.88         2.86         5.05         0.67
2012  31  26190000         5.93         2.91         5.16         0.16
2012  31  26250000         5.98         2.72         5.26         0.19
2012  31  26310000         5.94         2.75         4.15         3.21
2012  31  26370000         6.00         2.71         4.77         2.40
2012  31  26430000         5.97         2.25         4.97         2.41
2012  31  26490000         5.92         2.21         5.37         0.88
2012  31  26550000         5.98         1.08         5.84         0.63
2012  31  26610000         5.92         1.37         5.65         0.36
2012  31  26670000         6.14         2.23         5.55         1.39
2012  31  26730000         6.04         1.94         5.55         1.30
2012  31  26790000         5.95         2.04         5.34         1.52
2012  31  26850000         5.85         2.59         4.70         2.22
2012  31  26910000         5.94         3.06         4.81         1.62
2012  31  26970000         5.89         1.89         5.46         0.95
2012  31  27030000         5.92         2.31         5.36         0.77
2012  31  27090000         5.86         2.21         5.24         1.19
2012  31  27150000         5.60         2.59         4.62         1.54
2012  31  27210000         5.45         1.99         4.67         0.42
2012  31  27270000         5.65        -0.18         5.43        -1.45
2012  31  27330000         5.98         0.71         5.81        -1.09
2012  31  27390000         5.69         1.08         5.54        -0.35
2012  31  27450000         5.79         0.97         5.52         0.71
2012  31  27510000         6.12         0.38         5.69         2.21
2012  31  27570000         6.02        -0.06         5.52         2.36
2012  31  27630000         5.94         0.32         5.36         2.25
2012  31  27690000         5.86         1.45         5.54         0.61
2012  31  27750000         5.78         1.20         5.27         1.97
2012  31  27810000         5.89         1.26         5.13         2.52
2012  31  27870000         5.88         1.34         4.76         3.11
2012  31  27930000         5.87         1.02         4.91         3.01
2012  31  27990000         5.83         1.48         4.85         2.80
2012  31  28050000         5.80         1.73         5.14         1.99
2012  31  28110000         5.71         1.65         5.07         1.78
2012  31  28170000         5.73         2.56         4.40         2.51
2012  31  28230000         6.08         1.71         5.74         0.57
2012  31  28290000         6.12         0.51         6.01         0.47
2012  31  28350000         6.06         0.06         6.04         0.18
2012  31  28410000         6.16        -0.00         6.15         0.18
2012  31  28470000         6.13         0.12         6.12        -0.28
2012  31  28530000         6.11        -0.07         6.08         0.49
2012  31  28590000         6.09        -0.57         6.02         0.65
2012  31  28650000         6.02        -0.66         5.98        -0.09
2012  31  28710000         6.11        -1.11         5.98        -0.27
2012  31  28770000         6.07        -1.07         5.93        -0.13
2012  31  28830000         6.02        -1.20         5.89        -0.14
2012  31  28890000         5.69        -0.92         5.50        -0.20
2012  31  28950000         6.08        -0.79         5.63        -2.12
2012  31  29010000         6.09        -0.73         5.76        -1.81
2012  31  29070000         6.12        -0.92         5.72        -1.93
2012  31  29130000         6.10        -1.20         5.72        -1.73
2012  31  29190000         5.90        -0.37         4.87        -0.68
2012  31  29250000         6.03         2.98         4.39         2.79
2012  31  29310000         6.00         3.48         3.86         2.95
2012  31  29370000         5.55         3.36         3.76         2.28
2012  31  29430000         5.56         2.79         4.14         2.37
2012  31  29490000         5.95         2.99         4.36         2.69
2012  31  29550000         5.93         2.65         4.26         3.12
2012  31  29610000         5.93         2.88         4.36         2.80
2012  31  29670000         5.98         2.33         4.42         3.25
2012  31  29730000         5.98         1.63         4.50         3.58
2012  31  29790000         5.97         2.16         4.22         3.60
2012  31  29850000         5.91         2.02         3.91         3.94
2012  31  29910000         5.85         1.96         4.00         3.73
2012  31  29970000         5.82         1.78         4.22         3.56
2012  31  30030000         5.78         1.98         4.42         3.16
2012  31  30090000         5.81         2.39         3.97         3.48
2012  31  30150000         5.76         2.24         4.03         3.41
2012  31  30210000         5.77         2.45         4.39         2.69
2012  31  30270000         5.81         2.65         4.53         1.79
2012  31  30330000         5.49         1.94         5.00         0.42
2012  31  30390000         5.53         0.49         5.48        -0.09
2012  31  30450000         5.55         0.50         5.50         0.24
2012  31  30510000         5.59         0.25         5.52        -0.05
2012  31  30570000         5.52         0.85         5.42         0.10
2012  31  30630000          NaN          NaN          NaN          NaN
2012  31  30690000         5.54         0.72         5.46         0.51
2012  31  30750000         5.59         0.83         5.47         0.70
2012  31  30810000         5.60         0.60         5.46         1.04
2012  31  30870000         5.48         0.23         5.37         1.05
2012  31  30930000         5.45         0.13         5.38         0.88
2012  31  30990000         5.50         0.24         5.46         0.61
2012  31  31050000         5.54         0.14         5.51         0.47
2012  31  31110000         5.43         0.58         5.34         0.72
2012  31  31170000         5.52         0.54         5.46         0.59
2012  31  31230000         5.51         0.14         5.49         0.41
2012  31  31290000         5.44         0.17         5.39         0.59
2012  31  31350000         5.39         0.26         5.31         0.61
2012  31  31410000         5.36         0.66         5.24         0.79
2012  31  31470000         5.37        -1.12         5.11         0.74
2012  31  31530000         5.36         0.48         4.92        -0.77
2012  31  31590000         5.50        -1.40         3.96         3.09
2012  31  31650000         5.61        -1.30         3.61         4.03
2012  31  31710000         5.69        -0.72         3.62         4.31
2012  31  31770000         5.75        -1.10         3.65         4.31
2012  31  31830000         5.73        -0.76         3.84         4.16
2012  31  31890000         5.63        -0.77         3.75         4.12
2012  31  31950000         5.79        -1.01         3.92         4.13
2012  31  32010000         5.83        -1.10         3.88         4.20
2012  31  32070000         5.83        -1.23         3.97         4.07
2012  31  32130000         5.84        -0.62         4.09         4.10
2012  31  32190000         5.84        -0.93         3.97         4.18
2012  31  32250000         5.82        -0.34         4.17         4.00
2012  31  32310000         5.77        -0.21         4.56         3.51
2012  31  32370000         5.77        -0.29         4.71         3.31
2012  31  32430000         5.79        -0.23         4.75         3.00
2012  31  32490000         5.92        -0.18         2.91         5.13
2012  31  32550000         5.76         0.15         3.61         4.45
2012  31  32610000         5.81         0.11         4.18         4.03
2012  31  32670000         5.81         0.10         4.41         3.78
2012  31  32730000         5.79        -0.01         4.45         3.71
2012  31  32790000         5.76        -0.02         4.47         3.64
2012  31  32850000         5.74        -0.21         4.53         3.52
2012  31  32910000         5.72        -0.07         4.48         3.55
2012  31  32970000         5.68         0.28         4.60         3.32
2012  31  33030000         5.78        -0.42         4.42         3.65
2012  31  33090000         5.93        -0.64         4.50         3.80
2012  31  33150000         5.89        -0.38         4.55         3.69
2012  31  33210000         5.87        -0.83         4.56         3.59
2012  31  33270000         5.87        -0.68         4.71         3.44
2012  31  33330000         5.90        -0.62         4.74         3.44
2012  31  33390000         5.86        -0.82         4.69         3.38
2012  31  33450000         5.83        -0.98         4.29         3.66
2012  31  33510000         5.83        -0.34         4.63         3.36
2012  31  33570000         5.92         0.64         4.90         2.99
2012  31  33630000         5.86         0.75         5.55         1.71
2012  31  33690000         5.76         0.87         5.56         1.12
2012  31  33750000         5.69         1.27         5.47        -0.17
2012  31  33810000         5.62         2.05         5.14         0.85
2012  31  33870000         5.64         2.06         5.15         0.79
2012  31  33930000         5.68         1.98         5.14         1.34
2012  31  33990000         5.70         1.83         4.99         2.03
2012  31  34050000         5.55         1.21         4.53         2.92
2012  31  34110000         5.55         0.95         4.03         3.68
2012  31  34170000         5.58         0.87         4.21         3.52
2012  31  34230000         5.51         0.85         5.00         2.06
2012  31  34290000         5.61         0.71         4.53         3.22
2012  31  34350000         5.57         0.96         4.70         2.80
2012  31  34410000         5.62         0.84         4.76         2.86
2012  31  34470000         5.71         0.82         4.76         3.04
2012  31  34530000         5.58         0.85         4.91         2.46
2012  31  34590000         5.57         0.84         4.85         2.58
2012  31  34650000         5.57         0.87         5.01         2.26
2012  31  34710000         5.55         0.83         5.22         1.64
2012  31  34770000         5.49         0.90         4.93         2.19
2012  31  34830000         5.50         0.84         5.00         2.12
2012  31  34890000         5.58         1.03         4.83         2.59
2012  31  34950000         5.57         1.22         4.97         2.20
2012  31  35010000         5.54         0.74         5.18         1.81
2012  31  35070000         5.58         1.02         5.13         1.92
2012  31  35130000         5.58         0.94         5.15         1.89
2012  31  35190000         5.58         1.56         5.18         1.34
2012  31  35250000         5.58         1.62         5.18         1.28
2012  31  35310000         5.55         1.46         5.22         1.12
2012  31  35370000         5.52         1.32         5.17         1.35
2012  31  35430000         5.53         1.01         5.19         1.60
2012  31  35490000         5.58         0.08         5.43         1.21
2012  31  35550000         5.26         1.28         4.16         2.89
2012  31  35610000         5.28         1.06         4.44         2.63
2012  31  35670000         5.33         1.26         4.56         2.43
2012  31  35730000         5.39         1.40         4.77         2.06
2012  31  35790000         5.38         1.25         4.79         2.06
2012  31  35850000         5.33         0.75         4.83         2.10
2012  31  35910000         5.37        -0.13         4.88         2.11
2012  31  35970000         5.29         1.30         4.93         1.13
2012  31  36030000         5.32         0.58         4.89         2.00
2012  31  36090000         5.34         0.82         4.95         1.74
2012  31  36150000         5.35         1.28         4.94         1.57
2012  31  36210000         5.30         0.97         4.71         2.15
2012  31  36270000         5.19         0.93         4.46         2.43
2012  31  36330000         5.21         0.31         4.68         2.21
2012  31  36390000         5.25         0.14         4.78         2.12
2012  31  36450000         5.27        -0.25         4.43         2.80
2012  31  36510000         5.42        -0.08         4.19         3.35
2012  31  36570000         5.25        -0.47         4.70         2.19
2012  31  36630000         5.37         0.38         4.77         2.41
2012  31  36690000         5.32         0.28         4.89         2.03
2012  31  36750000         5.07         0.10         4.37         2.51
2012  31  36810000         5.08         0.22         4.29         2.69
2012  31  36870000         5.06         0.08         4.36         2.54
2012  31  36930000         5.14        -0.22         4.43         2.55
2012  31  36990000         5.08         0.49         4.14         2.90
2012  31  37050000         5.15         0.21         4.24         2.90
2012  31  37110000         5.18         0.25         4.22         2.99
2012  31  37170000         5.13         0.27         4.07         3.11
2012  31  37230000         5.17         0.15         4.12         3.12
2012  31  37290000         5.10         0.15         4.15         2.96
2012  31  37350000         5.07         0.30         4.15         2.88
2012  31  37410000         5.06         0.48         4.11         2.91
2012  31  37470000         5.12         0.31         4.17         2.95
2012  31  37530000         5.08         0.31         4.16         2.90
2012  31  37590000         5.12         0.31         4.16         2.96
2012  31  37650000         4.76        -0.17         4.24         2.16
2012  31  37710000         4.81         0.23         4.16         2.39
2012  31  37770000         4.88         0.43         4.26         2.33
2012  31  37830000         4.85         0.48         4.39         2.00
2012  31  37890000         4.79         0.78         4.32         1.88
2012  31  37950000         4.65         0.71         4.20         1.87
2012  31  38010000         4.83         0.86         4.35         1.89
2012  31  38070000         4.85         1.01         4.28         2.02
2012  31  38130000         4.98         0.86         4.20         2.52
2012  31  38190000         4.90         1.09         4.19         2.29
2012  31  38250000         4.77         0.99         4.29         1.83
2012  31  38310000         4.80         0.93         4.31         1.86
2012  31  38370000         4.90         1.26         4.46         1.49
2012  31  38430000         4.94         1.11         4.61         1.35
2012  31  38490000         5.09         1.29         4.66         1.57
2012  31  38550000         5.14         1.36         4.69         1.59
2012  31  38610000         5.18         1.13         4.76         1.70
2012  31  38670000         5.20         1.11         4.72         1.86
2012  31  38730000         5.19         1.12         4.69         1.90
2012  31  38790000         5.22         1.06         4.69         1.99
2012  31  38850000         5.19         1.15         4.77         1.65
2012  31  38910000         5.20         1.16         4.72         1.82
2012  31  38970000         5.18         1.10         4.74         1.74
2012  31  39030000         5.14         0.94         4.64         1.98
2012  31  39090000         5.13         0.84         4.65         1.99
2012  31  39150000         5.20         1.17         4.69         1.92
2012  31  39210000         5.32         1.22         4.82         1.86
2012  31  39270000         5.42         0.93         5.02         1.80
2012  31  39330000         5.40         0.58         5.05         1.77
2012  31  39390000         5.27         1.56         4.62         1.97
2012  31  39450000         5.22         1.90         4.43         1.94
2012  31  39510000         5.25         1.87         4.53         1.86
2012  31  39570000         5.17         1.93         4.47         1.67
2012  31  39630000         5.13         2.47         4.08         1.87
2012  31  39690000         5.21         2.69         4.18         1.55
2012  31  39750000         5.17         2.22         4.44         1.42
2012  31  39810000         5.27         1.91         4.65         1.53
2012  31  39870000         5.35         1.46         4.75         1.96
2012  31  39930000         5.27         1.55         4.72         1.73
2012  31  39990000         5.26         1.72         4.60         1.86
2012  31  40050000         5.21         1.71         4.52         1.92
2012  31  40110000         5.28         1.51         4.64         2.00
2012  31  40170000         5.31         1.20         4.80         1.92
2012  31  40230000         5.21         1.50         4.48         2.18
2012  31  40290000         5.28         1.66         4.63         1.89
2012  31  40350000         5.38         1.55         4.74         1.98
2012  31  40410000         5.32         1.67         4.63         2.02
2012  31  40470000         5.13         0.97         4.62         1.94
2012  31  40530000         4.92        -0.48         4.35         2.23
2012  31  40590000         5.04         0.45         4.53         2.13
2012  31  40650000         5.18         0.70         4.61         2.24
2012  31  40710000         5.15         0.92         4.49         2.34
2012  31  40770000         4.97         0.56         4.42         2.19
2012  31  40830000         4.93         0.46         4.46         2.05
2012  31  40890000         4.94         0.54         4.50         1.96
2012  31  40950000         4.91         0.40         4.34         2.23
2012  31  41010000         4.80         0.52         4.27         2.13
2012  31  41070000         4.86         0.50         4.36         2.08
2012  31  41130000         5.03         0.50         4.53         2.13
